work_order,asset_id,equipment_tag,description,priority,status,created_date,due_date,completed_date,technician,plant_unit,system,maintenance_type,cost_estimate,parts_required,downtime_hours,failure_mode
WO-2025-002612,OT2137,CDU-938M,Valve actuator repair,Low,On_Hold,2025-08-28,2025-09-23,,Tech_37,CDU,Rotating_Equipment,Shutdown,11530,No,24,Calibration_Drift
WO-2025-002613,OT0824,FCC-778Q,Piping integrity check,High,Cancelled,2025-09-03,2025-11-10,,Tech_16,FCC,Rotating_Equipment,Preventive,28294,No,34,Electrical_Fault
WO-2025-002614,OT1354,FCC-128O,Motor bearing replacement,Critical,Open,2025-09-21,2025-10-17,,Tech_35,FCC,Civil_Structural,Corrective,31314,Yes,9,Corrosion
WO-2025-002615,OT2393,CCR-206T,Heat exchanger cleaning,Critical,Cancelled,2025-09-21,2025-10-15,,Tech_17,CCR,Civil_Structural,Emergency,39840,No,20,Fatigue
WO-2025-002616,OT2408,CCR-675J,Compressor overhaul,High,In_Progress,2025-09-15,2025-11-05,,Tech_6,CCR,Static_Equipment,Emergency,26298,Yes,35,Calibration_Drift
WO-2025-002617,OT0319,TANK_FARM-930F,Control valve maintenance,High,Completed,2025-09-19,2025-10-18,2025-09-20,Tech_32,TANK_FARM,Safety_Systems,Predictive,40588,Yes,13,Bearing_Failure
WO-2025-002618,OT1348,CCR-755V,Replace mechanical seal,Low,Cancelled,2025-09-05,2025-10-03,,Tech_39,CCR,Rotating_Equipment,Inspection,20781,No,23,Electrical_Fault
WO-2025-002619,OT1484,FCC-562J,Electrical panel inspection,Low,In_Progress,2025-09-09,2025-10-14,,Tech_20,FCC,Civil_Structural,Preventive,40507,No,24,Seal_Failure
WO-2025-002620,OT1374,HDS-230K,Motor bearing replacement,Medium,On_Hold,2025-09-13,2025-11-03,,Tech_4,HDS,Instrumentation,Preventive,26605,Yes,7,Bearing_Failure
WO-2025-002621,OT0077,UTILITIES-769E,Electrical panel inspection,Low,Completed,2025-08-27,2025-11-10,2025-09-23,Tech_30,UTILITIES,Safety_Systems,Emergency,4177,No,17,Calibration_Drift
WO-2025-002622,OT2402,ALKYL-771C,Electrical panel inspection,Low,On_Hold,2025-09-23,2025-10-30,,Tech_16,ALKYL,Electrical,Inspection,50601,Yes,46,Overheating
WO-2025-002623,OT1157,UTILITIES-127I,Pump impeller inspection,Low,In_Progress,2025-09-20,2025-10-27,,Tech_12,UTILITIES,Piping,Inspection,11799,Yes,27,Vibration
WO-2025-002624,OT1509,UTILITIES-331E,Compressor overhaul,High,Completed,2025-09-20,2025-11-14,2025-09-23,Tech_18,UTILITIES,Rotating_Equipment,Emergency,25998,No,37,Calibration_Drift
WO-2025-002625,OT0297,CCR-672W,Pump impeller inspection,Low,Completed,2025-09-17,2025-10-18,2025-09-21,Tech_18,CCR,Static_Equipment,Predictive,23304,Yes,4,Seal_Failure
WO-2025-002626,OT1164,CCR-346E,Analyzer calibration,Medium,On_Hold,2025-09-22,2025-10-03,,Tech_23,CCR,Civil_Structural,Inspection,46457,No,40,Vibration
WO-2025-002627,OT0686,HDS-257Z,Control valve maintenance,High,Cancelled,2025-08-31,2025-10-20,,Tech_33,HDS,Civil_Structural,Inspection,28003,No,39,Overheating
WO-2025-002628,OT0893,CDU-1023M,Electrical panel inspection,High,Completed,2025-09-12,2025-11-03,2025-09-16,Tech_40,CDU,Safety_Systems,Emergency,50316,No,26,Vibration
WO-2025-002629,OT0685,CCR-847W,Compressor overhaul,Medium,Open,2025-09-14,2025-09-29,,Tech_3,CCR,Piping,Shutdown,13643,No,22,Fatigue
WO-2025-002630,OT1952,CCR-1041X,Electrical panel inspection,Low,Cancelled,2025-09-09,2025-10-24,,Tech_37,CCR,Civil_Structural,Corrective,1247,Yes,9,Fatigue
WO-2025-002631,OT0291,TANK_FARM-929M,Compressor overhaul,Critical,Cancelled,2025-09-21,2025-11-15,,Tech_30,TANK_FARM,Piping,Emergency,35421,No,11,Electrical_Fault
WO-2025-002632,OT2003,HDS-968T,Piping integrity check,Medium,On_Hold,2025-09-06,2025-10-15,,Tech_26,HDS,Safety_Systems,Predictive,35021,No,22,Overheating
WO-2025-002633,OT0171,HDS-570W,Heat exchanger cleaning,High,Open,2025-09-02,2025-10-05,,Tech_3,HDS,Piping,Predictive,20806,No,11,Vibration
WO-2025-002634,OT0969,UTILITIES-237D,Calibrate pressure transmitter,Medium,Open,2025-09-10,2025-10-16,,Tech_44,UTILITIES,Safety_Systems,Inspection,7910,No,14,Corrosion
WO-2025-002635,OT0279,CCR-161R,Piping integrity check,High,In_Progress,2025-09-16,2025-10-15,,Tech_23,CCR,Safety_Systems,Corrective,20082,Yes,13,Calibration_Drift
WO-2025-002636,OT2500,ALKYL-413J,Valve actuator repair,Low,Open,2025-09-16,2025-10-27,,Tech_33,ALKYL,Civil_Structural,Predictive,41864,No,14,Fatigue
WO-2025-002637,OT1408,ALKYL-837S,Control valve maintenance,Low,On_Hold,2025-09-09,2025-11-11,,Tech_11,ALKYL,Civil_Structural,Preventive,9366,No,29,Electrical_Fault
WO-2025-002638,OT1629,CCR-1061T,Compressor overhaul,High,On_Hold,2025-09-07,2025-11-12,,Tech_6,CCR,Instrumentation,Predictive,11397,Yes,5,Corrosion
WO-2025-002639,OT0207,UTILITIES-854Y,Compressor overhaul,Low,Completed,2025-09-02,2025-10-25,2025-09-20,Tech_3,UTILITIES,Electrical,Shutdown,48906,Yes,2,Electrical_Fault
WO-2025-002640,OT1156,UTILITIES-222H,Analyzer calibration,Low,Completed,2025-08-30,2025-11-11,2025-09-22,Tech_29,UTILITIES,Electrical,Preventive,20964,Yes,34,Bearing_Failure
WO-2025-002641,OT1248,CDU-380M,Valve actuator repair,Critical,In_Progress,2025-09-12,2025-11-10,,Tech_46,CDU,Static_Equipment,Preventive,18855,Yes,30,Vibration
WO-2025-002642,OT0005,TANK_FARM-250Q,Motor bearing replacement,High,Open,2025-09-21,2025-10-23,,Tech_38,TANK_FARM,Civil_Structural,Preventive,42462,Yes,1,Overheating
WO-2025-002643,OT0715,CDU-352N,Analyzer calibration,High,In_Progress,2025-09-17,2025-11-01,,Tech_47,CDU,Safety_Systems,Corrective,50130,Yes,32,Wear
WO-2025-002644,OT2115,CCR-312I,Safety valve testing,Critical,In_Progress,2025-09-09,2025-10-02,,Tech_14,CCR,Instrumentation,Inspection,41348,No,4,Bearing_Failure
WO-2025-002645,OT1235,ALKYL-300S,Heat exchanger cleaning,Low,Cancelled,2025-09-03,2025-11-21,,Tech_3,ALKYL,Electrical,Inspection,50700,No,17,Fatigue
WO-2025-002646,OT0525,CCR-764E,Replace mechanical seal,Medium,On_Hold,2025-09-19,2025-11-12,,Tech_46,CCR,Static_Equipment,Emergency,1340,Yes,31,Seal_Failure
WO-2025-002647,OT0931,ALKYL-376O,Compressor overhaul,Low,Cancelled,2025-08-25,2025-11-21,,Tech_47,ALKYL,Electrical,Predictive,50022,Yes,35,Calibration_Drift
WO-2025-002648,OT2284,ALKYL-651N,Compressor overhaul,Medium,Open,2025-09-15,2025-10-19,,Tech_12,ALKYL,Instrumentation,Shutdown,7331,Yes,5,Calibration_Drift
WO-2025-002649,OT0727,CDU-445P,Pump impeller inspection,Medium,In_Progress,2025-09-22,2025-10-21,,Tech_3,CDU,Electrical,Predictive,5849,No,8,Vibration
WO-2025-002650,OT2111,FCC-106F,Calibrate pressure transmitter,Critical,In_Progress,2025-08-25,2025-11-13,,Tech_21,FCC,Civil_Structural,Shutdown,35813,No,5,Fatigue
WO-2025-002651,OT0939,UTILITIES-633Y,Heat exchanger cleaning,Medium,In_Progress,2025-09-11,2025-10-06,,Tech_44,UTILITIES,Piping,Emergency,10909,No,23,Overheating
WO-2025-002652,OT0206,CCR-741D,Replace mechanical seal,Medium,Completed,2025-09-06,2025-09-24,2025-09-18,Tech_44,CCR,Instrumentation,Corrective,18833,No,34,Seal_Failure
WO-2025-002653,OT1294,UTILITIES-188I,Heat exchanger cleaning,Low,In_Progress,2025-09-23,2025-11-12,,Tech_10,UTILITIES,Rotating_Equipment,Predictive,38912,No,7,Fatigue
WO-2025-002654,OT0358,ALKYL-848E,Analyzer calibration,Medium,Open,2025-09-13,2025-10-07,,Tech_1,ALKYL,Static_Equipment,Corrective,19584,No,19,Seal_Failure
WO-2025-002655,OT2441,UTILITIES-372B,Safety valve testing,High,In_Progress,2025-09-12,2025-10-08,,Tech_13,UTILITIES,Instrumentation,Inspection,32745,Yes,2,Bearing_Failure
WO-2025-002656,OT2365,ALKYL-627U,Analyzer calibration,Medium,Open,2025-09-07,2025-11-19,,Tech_40,ALKYL,Electrical,Preventive,28949,No,29,Overheating
WO-2025-002657,OT1365,ALKYL-754X,Motor bearing replacement,Low,In_Progress,2025-09-03,2025-09-24,,Tech_22,ALKYL,Safety_Systems,Shutdown,31863,Yes,37,Corrosion
WO-2025-002658,OT2382,UTILITIES-817L,Pump impeller inspection,Low,On_Hold,2025-09-07,2025-10-04,,Tech_40,UTILITIES,Instrumentation,Corrective,1274,No,42,Vibration
WO-2025-002659,OT1641,FCC-328R,Replace mechanical seal,Medium,Completed,2025-09-02,2025-11-08,2025-09-23,Tech_20,FCC,Piping,Corrective,13957,Yes,28,Seal_Failure
WO-2025-002660,OT1741,UTILITIES-174N,Compressor overhaul,High,Cancelled,2025-09-22,2025-11-04,,Tech_4,UTILITIES,Static_Equipment,Preventive,17426,No,43,Seal_Failure
WO-2025-002661,OT2321,UTILITIES-856K,Compressor overhaul,Critical,In_Progress,2025-09-07,2025-10-22,,Tech_3,UTILITIES,Rotating_Equipment,Inspection,12297,No,23,Fatigue
WO-2025-002662,OT1818,TANK_FARM-503D,Replace mechanical seal,Low,Cancelled,2025-08-25,2025-10-03,,Tech_4,TANK_FARM,Civil_Structural,Preventive,27208,Yes,8,Calibration_Drift
WO-2025-002663,OT0960,UTILITIES-680D,Replace mechanical seal,Medium,Open,2025-08-28,2025-11-22,,Tech_6,UTILITIES,Instrumentation,Inspection,50825,No,35,Calibration_Drift
WO-2025-002664,OT1497,FCC-330I,Motor bearing replacement,Critical,Cancelled,2025-09-21,2025-10-25,,Tech_31,FCC,Electrical,Shutdown,47000,No,18,Bearing_Failure
WO-2025-002665,OT0189,FCC-1068Y,Valve actuator repair,Critical,Open,2025-08-31,2025-11-14,,Tech_11,FCC,Static_Equipment,Emergency,12874,Yes,19,Vibration
WO-2025-002666,OT0305,HDS-537X,Heat exchanger cleaning,Low,On_Hold,2025-09-03,2025-09-28,,Tech_3,HDS,Safety_Systems,Preventive,46624,Yes,32,Bearing_Failure
WO-2025-002667,OT1044,HDS-612E,Safety valve testing,Medium,On_Hold,2025-09-13,2025-11-19,,Tech_1,HDS,Civil_Structural,Shutdown,25342,Yes,13,Seal_Failure
WO-2025-002668,OT0873,TANK_FARM-681J,Replace mechanical seal,High,Cancelled,2025-09-19,2025-10-23,,Tech_22,TANK_FARM,Civil_Structural,Predictive,24749,No,3,Wear
WO-2025-002669,OT0620,FCC-905L,Compressor overhaul,Critical,In_Progress,2025-09-07,2025-10-14,,Tech_27,FCC,Instrumentation,Corrective,9922,No,18,Seal_Failure
WO-2025-002670,OT0290,FCC-670M,Control valve maintenance,Critical,Completed,2025-08-31,2025-10-07,2025-09-20,Tech_2,FCC,Civil_Structural,Predictive,47409,No,37,Calibration_Drift
WO-2025-002671,OT0599,HDS-386S,Control valve maintenance,High,Cancelled,2025-09-13,2025-11-01,,Tech_30,HDS,Piping,Emergency,4739,Yes,4,Overheating
WO-2025-002672,OT2418,HDS-218N,Compressor overhaul,Medium,Open,2025-09-17,2025-10-22,,Tech_4,HDS,Instrumentation,Emergency,10203,Yes,8,Bearing_Failure
WO-2025-002673,OT2104,UTILITIES-408F,Pump impeller inspection,Medium,Cancelled,2025-08-27,2025-10-29,,Tech_48,UTILITIES,Civil_Structural,Corrective,27776,No,31,Fatigue
WO-2025-002674,OT2028,ALKYL-515U,Piping integrity check,Medium,Completed,2025-08-29,2025-11-22,2025-09-18,Tech_47,ALKYL,Instrumentation,Emergency,46028,No,15,Overheating
WO-2025-002675,OT0077,CCR-881U,Control valve maintenance,High,On_Hold,2025-09-01,2025-10-29,,Tech_23,CCR,Piping,Corrective,23770,Yes,36,Wear
WO-2025-002676,OT1345,FCC-1027A,Analyzer calibration,High,Open,2025-09-10,2025-11-03,,Tech_36,FCC,Static_Equipment,Predictive,27781,No,25,Calibration_Drift
WO-2025-002677,OT2000,TANK_FARM-548C,Calibrate pressure transmitter,Critical,On_Hold,2025-08-28,2025-10-15,,Tech_12,TANK_FARM,Instrumentation,Inspection,34056,No,40,Corrosion
WO-2025-002678,OT1687,FCC-320X,Valve actuator repair,High,Cancelled,2025-09-05,2025-10-17,,Tech_24,FCC,Static_Equipment,Corrective,2006,Yes,26,Calibration_Drift
WO-2025-002679,OT0424,FCC-742H,Valve actuator repair,Critical,Completed,2025-09-04,2025-10-08,2025-09-23,Tech_18,FCC,Rotating_Equipment,Inspection,17636,Yes,44,Seal_Failure
WO-2025-002680,OT0087,FCC-603C,Motor bearing replacement,Critical,Open,2025-09-02,2025-10-03,,Tech_21,FCC,Civil_Structural,Predictive,19732,Yes,19,Seal_Failure
WO-2025-002681,OT1351,CDU-925D,Control valve maintenance,High,Completed,2025-09-08,2025-10-18,2025-09-18,Tech_31,CDU,Electrical,Preventive,13336,No,37,Corrosion
WO-2025-002682,OT2099,UTILITIES-837I,Pump impeller inspection,Critical,In_Progress,2025-09-18,2025-11-08,,Tech_50,UTILITIES,Instrumentation,Emergency,16278,No,0,Wear
WO-2025-002683,OT0745,FCC-702I,Electrical panel inspection,High,In_Progress,2025-09-01,2025-10-12,,Tech_31,FCC,Static_Equipment,Inspection,43609,No,0,Seal_Failure
WO-2025-002684,OT2042,CDU-833D,Piping integrity check,Low,Completed,2025-09-08,2025-11-15,2025-09-21,Tech_12,CDU,Safety_Systems,Shutdown,8464,Yes,21,Fatigue
WO-2025-002685,OT0174,TANK_FARM-1019H,Safety valve testing,Low,Cancelled,2025-09-19,2025-10-29,,Tech_37,TANK_FARM,Safety_Systems,Corrective,25038,No,26,Seal_Failure
WO-2025-002686,OT1450,CDU-725I,Compressor overhaul,High,Completed,2025-09-20,2025-11-10,2025-09-17,Tech_12,CDU,Civil_Structural,Predictive,35647,Yes,35,Bearing_Failure
WO-2025-002687,OT0150,CCR-359G,Motor bearing replacement,Medium,Open,2025-08-29,2025-10-30,,Tech_49,CCR,Electrical,Shutdown,37703,No,36,Electrical_Fault
WO-2025-002688,OT1776,ALKYL-113J,Valve actuator repair,High,Cancelled,2025-09-20,2025-10-10,,Tech_38,ALKYL,Civil_Structural,Predictive,9895,No,30,Electrical_Fault
WO-2025-002689,OT0426,TANK_FARM-424R,Calibrate pressure transmitter,Critical,In_Progress,2025-09-23,2025-09-25,,Tech_42,TANK_FARM,Electrical,Preventive,9970,Yes,22,Electrical_Fault
WO-2025-002690,OT1002,ALKYL-109L,Pump impeller inspection,Critical,Completed,2025-09-08,2025-10-13,2025-09-19,Tech_49,ALKYL,Static_Equipment,Emergency,50837,Yes,34,Vibration
WO-2025-002691,OT0278,TANK_FARM-683H,Piping integrity check,Low,Open,2025-09-19,2025-11-11,,Tech_6,TANK_FARM,Piping,Corrective,42477,Yes,4,Seal_Failure
WO-2025-002692,OT2142,HDS-484X,Compressor overhaul,High,Completed,2025-09-17,2025-11-16,2025-09-22,Tech_13,HDS,Rotating_Equipment,Preventive,19286,No,41,Calibration_Drift
WO-2025-002693,OT2214,FCC-881F,Pump impeller inspection,Critical,On_Hold,2025-09-20,2025-10-26,,Tech_44,FCC,Instrumentation,Shutdown,13623,Yes,0,Electrical_Fault
WO-2025-002694,OT0339,CDU-532B,Motor bearing replacement,High,On_Hold,2025-09-03,2025-11-18,,Tech_4,CDU,Electrical,Inspection,20426,No,37,Vibration
WO-2025-002695,OT0679,TANK_FARM-1097Y,Calibrate pressure transmitter,Critical,On_Hold,2025-08-29,2025-11-18,,Tech_50,TANK_FARM,Static_Equipment,Inspection,34653,No,13,Overheating
WO-2025-002696,OT1856,ALKYL-118V,Analyzer calibration,Critical,On_Hold,2025-09-02,2025-11-09,,Tech_26,ALKYL,Electrical,Corrective,8406,No,5,Electrical_Fault
WO-2025-002697,OT2087,FCC-792V,Safety valve testing,Low,On_Hold,2025-09-19,2025-11-13,,Tech_12,FCC,Rotating_Equipment,Shutdown,28164,No,40,Electrical_Fault
WO-2025-002698,OT0909,HDS-698L,Replace mechanical seal,Low,On_Hold,2025-09-23,2025-10-27,,Tech_37,HDS,Instrumentation,Emergency,25204,Yes,31,Wear
WO-2025-002699,OT1448,UTILITIES-147W,Electrical panel inspection,High,Open,2025-09-02,2025-10-08,,Tech_40,UTILITIES,Civil_Structural,Emergency,30584,Yes,15,Vibration
WO-2025-002700,OT0223,CDU-843J,Motor bearing replacement,Low,Completed,2025-09-14,2025-11-17,2025-09-19,Tech_28,CDU,Piping,Shutdown,22661,Yes,2,Overheating
WO-2025-002701,OT1398,HDS-709L,Safety valve testing,Medium,In_Progress,2025-09-18,2025-10-05,,Tech_46,HDS,Safety_Systems,Emergency,18872,No,46,Electrical_Fault
WO-2025-002702,OT2037,CCR-485T,Piping integrity check,Critical,In_Progress,2025-09-15,2025-09-24,,Tech_45,CCR,Electrical,Inspection,29360,Yes,44,Bearing_Failure
WO-2025-002703,OT0352,FCC-329R,Heat exchanger cleaning,Critical,Completed,2025-09-10,2025-10-12,2025-09-19,Tech_2,FCC,Safety_Systems,Preventive,33029,No,40,Electrical_Fault
WO-2025-002704,OT2091,CDU-921T,Heat exchanger cleaning,Low,In_Progress,2025-09-19,2025-11-19,,Tech_10,CDU,Piping,Inspection,14398,No,22,Calibration_Drift
WO-2025-002705,OT0015,ALKYL-998C,Motor bearing replacement,High,Completed,2025-09-21,2025-10-06,2025-09-17,Tech_19,ALKYL,Civil_Structural,Emergency,36090,No,41,Overheating
WO-2025-002706,OT1353,HDS-215P,Heat exchanger cleaning,High,In_Progress,2025-09-02,2025-10-12,,Tech_16,HDS,Electrical,Predictive,49191,Yes,17,Electrical_Fault
WO-2025-002707,OT0950,TANK_FARM-677E,Pump impeller inspection,Medium,Cancelled,2025-09-17,2025-10-26,,Tech_10,TANK_FARM,Civil_Structural,Preventive,49498,No,8,Corrosion
WO-2025-002708,OT1319,FCC-1028F,Compressor overhaul,Medium,Completed,2025-09-11,2025-11-10,2025-09-21,Tech_14,FCC,Rotating_Equipment,Predictive,46011,No,41,Corrosion
WO-2025-002709,OT1867,UTILITIES-246U,Motor bearing replacement,High,Cancelled,2025-09-16,2025-10-30,,Tech_9,UTILITIES,Static_Equipment,Shutdown,26924,No,1,Vibration
WO-2025-002710,OT0479,UTILITIES-981D,Safety valve testing,Low,On_Hold,2025-08-30,2025-10-31,,Tech_50,UTILITIES,Civil_Structural,Predictive,22428,Yes,9,Vibration
WO-2025-002711,OT1953,TANK_FARM-198X,Valve actuator repair,Critical,Completed,2025-09-03,2025-09-28,2025-09-20,Tech_13,TANK_FARM,Instrumentation,Preventive,40237,No,4,Bearing_Failure
WO-2025-002712,OT2088,ALKYL-432G,Pump impeller inspection,Critical,In_Progress,2025-09-09,2025-09-27,,Tech_16,ALKYL,Civil_Structural,Emergency,19429,Yes,42,Fatigue
WO-2025-002713,OT1203,HDS-876O,Piping integrity check,Medium,Open,2025-09-08,2025-10-03,,Tech_30,HDS,Instrumentation,Inspection,25402,No,6,Overheating
WO-2025-002714,OT0351,TANK_FARM-594A,Calibrate pressure transmitter,Medium,In_Progress,2025-09-07,2025-10-25,,Tech_20,TANK_FARM,Instrumentation,Corrective,21619,No,2,Calibration_Drift
WO-2025-002715,OT2415,HDS-917M,Safety valve testing,Critical,Open,2025-09-21,2025-10-20,,Tech_40,HDS,Safety_Systems,Inspection,33963,No,16,Corrosion
WO-2025-002716,OT0846,CDU-951N,Analyzer calibration,High,In_Progress,2025-09-16,2025-11-15,,Tech_40,CDU,Piping,Inspection,36360,No,31,Corrosion
WO-2025-002717,OT1214,CDU-489C,Electrical panel inspection,Low,On_Hold,2025-09-19,2025-09-27,,Tech_15,CDU,Civil_Structural,Inspection,45324,Yes,5,Corrosion
WO-2025-002718,OT1202,HDS-544N,Control valve maintenance,Critical,Cancelled,2025-09-20,2025-11-10,,Tech_38,HDS,Piping,Preventive,44384,No,17,Vibration
WO-2025-002719,OT0160,HDS-320V,Calibrate pressure transmitter,Medium,In_Progress,2025-09-13,2025-10-27,,Tech_7,HDS,Instrumentation,Preventive,18615,Yes,13,Bearing_Failure
WO-2025-002720,OT0409,CDU-667M,Replace mechanical seal,Critical,Cancelled,2025-09-21,2025-11-16,,Tech_7,CDU,Piping,Inspection,48832,Yes,21,Wear
WO-2025-002721,OT0256,HDS-965Y,Valve actuator repair,Critical,In_Progress,2025-09-11,2025-11-17,,Tech_14,HDS,Safety_Systems,Corrective,6067,No,16,Fatigue
WO-2025-002722,OT1657,FCC-163M,Replace mechanical seal,Medium,In_Progress,2025-09-10,2025-11-07,,Tech_8,FCC,Safety_Systems,Preventive,13786,No,38,Corrosion
WO-2025-002723,OT2331,TANK_FARM-551Z,Replace mechanical seal,High,In_Progress,2025-09-09,2025-10-07,,Tech_48,TANK_FARM,Instrumentation,Inspection,5104,No,15,Bearing_Failure
WO-2025-002724,OT2056,HDS-813B,Motor bearing replacement,Critical,Open,2025-09-22,2025-10-01,,Tech_38,HDS,Safety_Systems,Preventive,25666,No,43,Electrical_Fault
WO-2025-002725,OT1551,CDU-683T,Heat exchanger cleaning,High,In_Progress,2025-09-03,2025-11-05,,Tech_27,CDU,Static_Equipment,Corrective,8911,Yes,21,Corrosion
WO-2025-002726,OT0901,ALKYL-512Z,Electrical panel inspection,Medium,On_Hold,2025-09-05,2025-10-24,,Tech_48,ALKYL,Rotating_Equipment,Inspection,40094,No,0,Bearing_Failure
WO-2025-002727,OT1598,HDS-607B,Pump impeller inspection,Medium,On_Hold,2025-08-29,2025-11-04,,Tech_29,HDS,Static_Equipment,Preventive,37025,No,19,Seal_Failure
WO-2025-002728,OT0764,CDU-774Y,Motor bearing replacement,High,Cancelled,2025-09-02,2025-10-10,,Tech_48,CDU,Static_Equipment,Shutdown,34993,No,46,Vibration
WO-2025-002729,OT0186,ALKYL-610J,Motor bearing replacement,Medium,On_Hold,2025-09-09,2025-09-27,,Tech_2,ALKYL,Static_Equipment,Shutdown,31324,Yes,3,Calibration_Drift
WO-2025-002730,OT0166,CDU-111I,Control valve maintenance,Medium,In_Progress,2025-08-29,2025-11-09,,Tech_26,CDU,Piping,Emergency,8645,No,24,Bearing_Failure
WO-2025-002731,OT1576,TANK_FARM-924O,Control valve maintenance,Medium,In_Progress,2025-08-30,2025-10-14,,Tech_2,TANK_FARM,Civil_Structural,Emergency,7615,No,39,Overheating
WO-2025-002732,OT0323,FCC-367G,Control valve maintenance,Low,In_Progress,2025-09-11,2025-11-14,,Tech_4,FCC,Civil_Structural,Preventive,20139,No,10,Vibration
WO-2025-002733,OT2334,CCR-937O,Pump impeller inspection,Medium,Cancelled,2025-09-01,2025-10-07,,Tech_41,CCR,Piping,Emergency,44628,No,16,Corrosion
WO-2025-002734,OT1262,UTILITIES-357U,Control valve maintenance,High,Completed,2025-08-30,2025-10-14,2025-09-23,Tech_2,UTILITIES,Piping,Preventive,7351,Yes,16,Fatigue
WO-2025-002735,OT0327,UTILITIES-468Z,Replace mechanical seal,High,Completed,2025-09-23,2025-10-30,2025-09-17,Tech_32,UTILITIES,Piping,Emergency,16996,Yes,11,Vibration
WO-2025-002736,OT1753,FCC-471D,Control valve maintenance,Critical,In_Progress,2025-08-25,2025-10-29,,Tech_13,FCC,Safety_Systems,Inspection,18374,Yes,40,Wear
WO-2025-002737,OT0750,CDU-442Z,Heat exchanger cleaning,Critical,Open,2025-08-27,2025-10-24,,Tech_21,CDU,Static_Equipment,Inspection,6260,No,4,Overheating
WO-2025-002738,OT1754,CDU-1056G,Control valve maintenance,Medium,In_Progress,2025-08-31,2025-11-14,,Tech_43,CDU,Safety_Systems,Shutdown,1833,Yes,37,Calibration_Drift
WO-2025-002739,OT1348,UTILITIES-389Q,Motor bearing replacement,Critical,On_Hold,2025-09-07,2025-11-15,,Tech_29,UTILITIES,Civil_Structural,Preventive,22307,No,14,Wear
WO-2025-002740,OT2285,CDU-887W,Pump impeller inspection,Medium,On_Hold,2025-08-28,2025-10-29,,Tech_28,CDU,Static_Equipment,Emergency,16720,Yes,4,Seal_Failure
WO-2025-002741,OT2472,UTILITIES-831R,Safety valve testing,Critical,Open,2025-09-18,2025-09-29,,Tech_48,UTILITIES,Safety_Systems,Corrective,34392,No,18,Fatigue
WO-2025-002742,OT1264,FCC-1046Q,Valve actuator repair,High,On_Hold,2025-08-28,2025-10-27,,Tech_31,FCC,Piping,Shutdown,48424,No,5,Bearing_Failure
WO-2025-002743,OT1169,ALKYL-210P,Valve actuator repair,High,Completed,2025-09-03,2025-11-22,2025-09-18,Tech_23,ALKYL,Civil_Structural,Predictive,25991,No,39,Overheating
WO-2025-002744,OT1661,TANK_FARM-947U,Piping integrity check,High,In_Progress,2025-09-09,2025-10-25,,Tech_34,TANK_FARM,Civil_Structural,Emergency,38086,Yes,8,Overheating
